"","Type","SumCounts","Floss"
"ENSACAT00000012136.3","mRNA",206,0.17761874
"ENSACAT00000030142.1","mRNA",3,0.63466121
"ENSACAT00000030503.1","mRNA",0,0.50000021
"ENSACAT00000029220.1","mRNA",84,0.23873571
"ENSACAT00000011706.3","mRNA",0,0.50000021
"ENSACAT00000011702.3","mRNA",1,0.76185121
"ENSACAT00000030425.1","mRNA",1,0.70081021
"ENSACAT00000011707.3","mRNA",25,0.25547121
"ENSACAT00000011292.3","mRNA",61,0.18823479
"ENSACAT00000001451.3","mRNA",88,0.18774361
"ENSACAT00000014602.3","mRNA",76,0.17757641
"ENSACAT00000014217.3","mRNA",3693,0.09562809
"ENSACAT00000014122.2","mRNA",0,0.50000021
"ENSACAT00000014070.3","mRNA",56,0.29963946
"ENSACAT00000013582.2","mRNA",217,0.06577276
"ENSACAT00000013504.3","mRNA",1465,0.053711475
"ENSACAT00000014743.3","mRNA",30,0.20141651
"ENSACAT00000014546.3","mRNA",522,0.122980845
"ENSACAT00000006347.3","mRNA",2626,0.4152043
"ENSACAT00000014427.3","mRNA",1,0.81173521
"ENSACAT00000026110.1","mRNA",1,0.76185121
"ENSACAT00000028246.1","mRNA",1722,0.04801467
"ENSACAT00000014156.2","mRNA",1722,0.04801467
"ENSACAT00000014162.2","mRNA",5,0.57362021
"ENSACAT00000030315.1","mRNA",2,0.87281021
"ENSACAT00000014112.2","mRNA",2,0.87281021
"ENSACAT00000021030.2","mRNA",3,0.81173521
"ENSACAT00000014098.2","mRNA",11,0.35365131
"ENSACAT00000014047.3","mRNA",3,0.46266121
"ENSACAT00000014042.2","mRNA",0,0.50000021
"ENSACAT00000014039.3","mRNA",254,0.132332905
"ENSACAT00000013762.3","mRNA",83,0.13631726
"ENSACAT00000030189.1","mRNA",15,0.30695371
"ENSACAT00000013719.3","mRNA",12,0.43495251
"ENSACAT00000013664.2","mRNA",51,0.16692791
"ENSACAT00000024733.1","mRNA",50,0.16379101
"ENSACAT00000013668.2","mRNA",1,0.70081021
"ENSACAT00000016289.3","mRNA",335,0.06981664
"ENSACAT00000000899.3","mRNA",1712,0.075629035
"ENSACAT00000016374.3","mRNA",567,0.06367616
"ENSACAT00000016330.1","mRNA",34,0.18169056
"ENSACAT00000016326.2","mRNA",301,0.1990378
"ENSACAT00000029547.1","mRNA",196,0.23992164
"ENSACAT00000016322.3","mRNA",178,0.26600479
"ENSACAT00000022986.1","mRNA",26,0.19894699
"ENSACAT00000016302.3","mRNA",1345,0.042225355
"ENSACAT00000016292.1","mRNA",78,0.16561519
"ENSACAT00000016282.2","mRNA",43,0.17141399
"ENSACAT00000000912.3","mRNA",0,0.50000021
"ENSACAT00000000739.2","mRNA",1,0.76185121
"ENSACAT00000000697.3","mRNA",3,0.70081021
"ENSACAT00000028082.1","mRNA",8,0.63685121
"ENSACAT00000000666.3","mRNA",95,0.07742734
"ENSACAT00000000658.3","mRNA",125,0.08239621
"ENSACAT00000000550.3","mRNA",826,0.09597169
"ENSACAT00000016595.3","mRNA",130,0.15950796
"ENSACAT00000011566.3","mRNA",240,0.07403019
"ENSACAT00000016870.3","mRNA",258,0.03424189
"ENSACAT00000016640.3","mRNA",143,0.18203856
"ENSACAT00000007523.2","mRNA",10,0.31335381
"ENSACAT00000007690.3","mRNA",25,0.18298241
"ENSACAT00000011730.3","mRNA",65,0.16144256
"ENSACAT00000030605.1","mRNA",63,0.14679046
"ENSACAT00000011531.3","mRNA",1943,0.132859085
"ENSACAT00000011512.2","mRNA",58,0.26977601
"ENSACAT00000011499.3","mRNA",3,0.87281021
"ENSACAT00000016814.3","mRNA",92,0.20405466
"ENSACAT00000016745.2","mRNA",24,0.25966106
"ENSACAT00000016735.2","mRNA",0,0.50000021
"ENSACAT00000016733.3","mRNA",321,0.07702828
"ENSACAT00000030094.1","mRNA",200,0.17858621
"ENSACAT00000016705.3","mRNA",87,0.17038216
"ENSACAT00000016688.3","mRNA",20,0.27367501
"ENSACAT00000016654.3","mRNA",80,0.15432499
"ENSACAT00000016634.3","mRNA",289,0.10741401
"ENSACAT00000016616.1","mRNA",49,0.06437021
"ENSACAT00000016611.2","mRNA",24,0.30619941
"ENSACAT00000028527.2","mRNA",106,0.13381589
"ENSACAT00000007615.3","mRNA",110,0.15624741
"ENSACAT00000007716.3","mRNA",40,0.16194001
"ENSACAT00000007754.3","mRNA",576,0.08616117
"ENSACAT00000010559.3","mRNA",392,0.03836004
"ENSACAT00000011524.3","mRNA",7,0.38535471
"ENSACAT00000011517.1","mRNA",22,0.37434626
"ENSACAT00000011476.3","mRNA",5,0.57361881
"ENSACAT00000011452.2","mRNA",22,0.25356901
"ENSACAT00000011418.3","mRNA",461,0.07278956
"ENSACAT00000011247.3","mRNA",396,0.08574249
"ENSACAT00000004101.2","mRNA",89,0.14284306
"ENSACAT00000023488.1","mRNA",0,0.50000021
"ENSACAT00000005660.2","mRNA",0,0.50000021
"ENSACAT00000005657.3","mRNA",0,0.50000021
"ENSACAT00000005655.2","mRNA",19,0.36309391
"ENSACAT00000011224.3","mRNA",86,0.12152999
"ENSACAT00000030411.1","mRNA",89,0.12597209
"ENSACAT00000011617.3","mRNA",101,0.22503771
"ENSACAT00000013807.3","mRNA",805,0.053449085
"ENSACAT00000011990.3","mRNA",647,0.22153074
"ENSACAT00000011845.2","mRNA",56,0.15122561
"ENSACAT00000003824.2","mRNA",0,0.50000021
"ENSACAT00000011795.1","mRNA",79,0.28455571
"ENSACAT00000030155.1","mRNA",348,0.111913935
"ENSACAT00000011778.3","mRNA",360,0.113354045
"ENSACAT00000011562.3","mRNA",2,0.51254521
"ENSACAT00000011364.2","mRNA",903,0.0975842
"ENSACAT00000013912.3","mRNA",493,0.07174694
"ENSACAT00000013655.3","mRNA",190,0.13448014
"ENSACAT00000013611.3","mRNA",2429,0.10590426
"ENSACAT00000016359.3","mRNA",52,0.26201689
"ENSACAT00000016551.3","mRNA",2,0.70081021
"ENSACAT00000016599.2","mRNA",4,0.58313141
"ENSACAT00000016636.3","mRNA",1,0.70081021
"ENSACAT00000016819.3","mRNA",0,0.50000021
"ENSACAT00000017090.3","mRNA",1,0.81173521
"ENSACAT00000029303.1","mRNA",984,0.16758315
"ENSACAT00000016371.3","mRNA",61,0.15516651
"ENSACAT00000016383.3","mRNA",232,0.07923514
"ENSACAT00000016385.3","mRNA",471,0.13528677
"ENSACAT00000016387.2","mRNA",69,0.08357084
"ENSACAT00000016393.3","mRNA",0,0.50000021
"ENSACAT00000016560.3","mRNA",0,0.50000021
"ENSACAT00000023146.2","mRNA",0,0.50000021
"ENSACAT00000025925.1","mRNA",0,0.50000021
"ENSACAT00000024557.1","mRNA",2,0.70081021
"ENSACAT00000016612.3","mRNA",1066,0.131793285
"ENSACAT00000016684.3","mRNA",13,0.46266121
"ENSACAT00000016690.3","mRNA",29,0.22086806
"ENSACAT00000016813.3","mRNA",265,0.04968534
"ENSACAT00000022318.1","mRNA",4,0.44639621
"ENSACAT00000016822.2","mRNA",0,0.50000021
"ENSACAT00000016893.3","mRNA",0,0.50000021
"ENSACAT00000016920.3","mRNA",151,0.08511831
"ENSACAT00000016954.3","mRNA",0,0.50000021
"ENSACAT00000027299.1","mRNA",7,0.18871431
"ENSACAT00000016958.2","mRNA",12,0.24648516
"ENSACAT00000016981.3","mRNA",376,0.102398185
"ENSACAT00000017016.2","mRNA",0,0.50000021
"ENSACAT00000017019.3","mRNA",10,0.36265981
"ENSACAT00000022572.2","mRNA",1,0.70081021
"ENSACAT00000023066.2","mRNA",67,0.22442121
"ENSACAT00000029980.1","mRNA",0,0.50000021
"ENSACAT00000002373.3","mRNA",354,0.03611469
"ENSACAT00000030834.1","mRNA",829,0.10450863
"ENSACAT00000001726.3","mRNA",828,0.108663385
"ENSACAT00000010913.2","mRNA",0,0.50000021
"ENSACAT00000012583.3","mRNA",64,0.16766601
"ENSACAT00000002390.2","mRNA",0,0.50000021
"ENSACAT00000013178.3","mRNA",1,0.70081021
"ENSACAT00000024352.2","mRNA",3,0.51254521
"ENSACAT00000001138.2","mRNA",9,0.29032321
"ENSACAT00000001244.3","mRNA",10,0.20501759
"ENSACAT00000001392.3","mRNA",35,0.16011036
"ENSACAT00000001402.2","mRNA",141,0.18911299
"ENSACAT00000001554.3","mRNA",1660,0.11045781
"ENSACAT00000001763.2","mRNA",0,0.50000021
"ENSACAT00000001849.3","mRNA",689,0.052130575
"ENSACAT00000029034.1","mRNA",4,0.52205641
"ENSACAT00000005091.2","mRNA",16,0.29644001
"ENSACAT00000027531.1","mRNA",34,0.16306219
"ENSACAT00000025885.1","mRNA",6,0.33547121
"ENSACAT00000024204.1","mRNA",5,0.70081021
"ENSACAT00000010378.2","mRNA",7,0.44423921
"ENSACAT00000011982.2","mRNA",64,0.39015759
"ENSACAT00000023921.1","mRNA",111,0.23932866
"ENSACAT00000002123.3","mRNA",135,0.106766955
"ENSACAT00000030470.1","mRNA",0,0.50000021
"ENSACAT00000030468.1","mRNA",0,0.50000021
"ENSACAT00000012001.3","mRNA",34,0.10423869
"ENSACAT00000011847.3","mRNA",30,0.29786159
"ENSACAT00000011672.3","mRNA",55,0.16009944
"ENSACAT00000007065.3","mRNA",0,0.50000021
"ENSACAT00000023465.1","mRNA",802,0.088817905
"ENSACAT00000012094.3","mRNA",11,0.09902461
"ENSACAT00000011976.2","mRNA",10,0.17520481
"ENSACAT00000029558.1","mRNA",1325,0.201111865
"ENSACAT00000011904.2","mRNA",0,0.50000021
"ENSACAT00000011887.3","mRNA",14,0.18454521
"ENSACAT00000011861.3","mRNA",167,0.10074334
"ENSACAT00000011715.3","mRNA",362,0.084368395
"ENSACAT00000011699.2","mRNA",107,0.137946015
"ENSACAT00000011414.3","mRNA",587,0.105173285
"ENSACAT00000011401.2","mRNA",16,0.23627981
"ENSACAT00000016647.2","mRNA",0,0.50000021
"ENSACAT00000006867.2","mRNA",1,0.81173521
"ENSACAT00000023667.1","mRNA",13,0.26589366
"ENSACAT00000006630.2","mRNA",0,0.50000021
"ENSACAT00000022670.1","mRNA",5,0.18535521
"ENSACAT00000006626.3","mRNA",14,0.22043031
"ENSACAT00000006616.2","mRNA",69,0.08075864
"ENSACAT00000017778.3","mRNA",283,0.09982344
"ENSACAT00000006518.2","mRNA",194,0.15843281
"ENSACAT00000006497.2","mRNA",18,0.35139741
"ENSACAT00000006491.2","mRNA",544,0.16886796
"ENSACAT00000010243.3","mRNA",15,0.11306286
"ENSACAT00000000794.3","mRNA",199,0.09408161
"ENSACAT00000027096.1","mRNA",17,0.22067896
"ENSACAT00000010225.3","mRNA",417,0.110828905
"ENSACAT00000001739.2","mRNA",52,0.08839091
"ENSACAT00000000516.3","mRNA",167,0.1016963
"ENSACAT00000010288.2","mRNA",176,0.11168979
"ENSACAT00000010176.3","mRNA",100,0.12394001
"ENSACAT00000010156.2","mRNA",19,0.26025531
"ENSACAT00000001531.3","mRNA",1,0.70081021
"ENSACAT00000008662.3","mRNA",362,0.14163031
"ENSACAT00000001559.3","mRNA",25,0.33247399
"ENSACAT00000014239.3","mRNA",276,0.19025762
"ENSACAT00000008657.3","mRNA",16,0.32504521
"ENSACAT00000001515.2","mRNA",104,0.12367516
"ENSACAT00000001528.3","mRNA",38,0.13232341
"ENSACAT00000001550.3","mRNA",83,0.14940811
"ENSACAT00000027538.1","mRNA",0,0.50000021
"ENSACAT00000007588.3","mRNA",0,0.50000021
"ENSACAT00000007956.3","mRNA",830,0.091439815
"ENSACAT00000007801.3","mRNA",330,0.15587439
"ENSACAT00000007739.3","mRNA",42,0.16334261
"ENSACAT00000007725.3","mRNA",0,0.50000021
"ENSACAT00000007961.3","mRNA",2458,0.13779309
"ENSACAT00000007869.3","mRNA",188,0.07244179
"ENSACAT00000029909.1","mRNA",0,0.50000021
"ENSACAT00000014028.2","mRNA",0,0.50000021
"ENSACAT00000007710.3","mRNA",431,0.112383415
"ENSACAT00000007600.2","mRNA",3,0.60161881
"ENSACAT00000007580.3","mRNA",162,0.11659344
"ENSACAT00000007544.2","mRNA",0,0.50000021
"ENSACAT00000007520.2","mRNA",0,0.50000021
"ENSACAT00000014554.3","mRNA",6,0.51254521
"ENSACAT00000014209.3","mRNA",5,0.71254381
"ENSACAT00000014537.3","mRNA",1226,0.19397254
"ENSACAT00000014514.3","mRNA",3,0.57358621
"ENSACAT00000014488.2","mRNA",124,0.09583585
"ENSACAT00000014433.3","mRNA",873,0.08269484
"ENSACAT00000014373.2","mRNA",80,0.10081021
"ENSACAT00000002686.3","mRNA",46,0.17869416
"ENSACAT00000012394.3","mRNA",17,0.37367526
"ENSACAT00000012465.3","mRNA",47,0.17652241
"ENSACAT00000002036.3","mRNA",15,0.26880436
"ENSACAT00000012211.3","mRNA",1,0.70081021
"ENSACAT00000030640.1","mRNA",0,0.50000021
"ENSACAT00000012288.3","mRNA",59,0.21607309
"ENSACAT00000012452.3","mRNA",39,0.28177566
"ENSACAT00000012456.1","mRNA",32,0.18141121
"ENSACAT00000012485.2","mRNA",293,0.11967969
"ENSACAT00000012489.2","mRNA",0,0.50000021
"ENSACAT00000027837.1","mRNA",0,0.50000021
"ENSACAT00000007114.3","mRNA",2,0.76185121
"ENSACAT00000001815.2","mRNA",375,0.15032374
"ENSACAT00000001828.1","mRNA",79,0.21514414
"ENSACAT00000001889.2","mRNA",692,0.06207979
"ENSACAT00000001897.3","mRNA",723,0.20538799
"ENSACAT00000026602.2","mRNA",23,0.26923806
"ENSACAT00000002210.2","mRNA",29,0.18356871
"ENSACAT00000002715.2","mRNA",2,0.76185121
"ENSACAT00000005089.3","mRNA",162,0.12871559
"ENSACAT00000030796.1","mRNA",0,0.50000021
"ENSACAT00000004096.2","mRNA",66,0.20998349
"ENSACAT00000002626.3","mRNA",19,0.30809021
"ENSACAT00000002669.2","mRNA",7,0.68454521
"ENSACAT00000002714.2","mRNA",4,0.44639621
"ENSACAT00000002812.3","mRNA",308,0.13909066
"ENSACAT00000002817.2","mRNA",549,0.16322399
"ENSACAT00000002822.2","mRNA",14,0.34366721
"ENSACAT00000002829.2","mRNA",77,0.15751266
"ENSACAT00000002868.3","mRNA",938,0.05895984
"ENSACAT00000002889.2","mRNA",3946,0.160076375
"ENSACAT00000002949.3","mRNA",50,0.08605859
"ENSACAT00000003046.2","mRNA",579,0.06093199
"ENSACAT00000003052.3","mRNA",1032,0.15580834
"ENSACAT00000003098.3","mRNA",18,0.31550509
"ENSACAT00000003115.2","mRNA",194,0.08342534
"ENSACAT00000003146.2","mRNA",270,0.07634374
"ENSACAT00000003223.3","mRNA",166,0.16405384
"ENSACAT00000003287.3","mRNA",73,0.14956351
"ENSACAT00000003362.3","mRNA",100,0.19367501
"ENSACAT00000003404.3","mRNA",787,0.132839465
"ENSACAT00000003587.3","mRNA",383,0.103870725
"ENSACAT00000003611.2","mRNA",30,0.14668696
"ENSACAT00000003649.3","mRNA",117,0.241709445
"ENSACAT00000023129.1","mRNA",0,0.50000021
"ENSACAT00000003734.2","mRNA",95,0.09197569
"ENSACAT00000003794.2","mRNA",1153,0.07396405
"ENSACAT00000004047.3","mRNA",1061,0.071214995
"ENSACAT00000004069.3","mRNA",515,0.142522735
"ENSACAT00000004138.3","mRNA",24,0.28414321
"ENSACAT00000004215.3","mRNA",848,0.13224435
"ENSACAT00000004410.3","mRNA",155,0.07442826
"ENSACAT00000004468.2","mRNA",2,0.70081021
"ENSACAT00000004523.3","mRNA",22,0.28343701
"ENSACAT00000004659.3","mRNA",28,0.12236049
"ENSACAT00000004673.2","mRNA",4,0.56194001
"ENSACAT00000004762.3","mRNA",372,0.104587375
"ENSACAT00000004770.3","mRNA",32,0.11814621
"ENSACAT00000004537.3","mRNA",327,0.076534755
"ENSACAT00000004872.3","mRNA",27,0.52354971
"ENSACAT00000004903.3","mRNA",14,0.21629521
"ENSACAT00000004945.3","mRNA",237,0.14807409
"ENSACAT00000004980.3","mRNA",62,0.11955526
"ENSACAT00000005013.2","mRNA",128,0.22348296
"ENSACAT00000005045.3","mRNA",1,0.70081021
"ENSACAT00000005130.3","mRNA",44,0.16349709
"ENSACAT00000005933.3","mRNA",129,0.14695331
"ENSACAT00000000722.3","mRNA",1166,0.06378359
"ENSACAT00000005485.3","mRNA",7,0.47956809
"ENSACAT00000005681.3","mRNA",2,0.51254521
"ENSACAT00000000467.3","mRNA",27,0.07621171
"ENSACAT00000005606.3","mRNA",0,0.50000021
"ENSACAT00000005701.2","mRNA",39,0.17172466
"ENSACAT00000029308.1","mRNA",15,0.40057406
"ENSACAT00000005711.3","mRNA",29,0.19431006
"ENSACAT00000030395.1","mRNA",0,0.50000021
"ENSACAT00000005879.3","mRNA",184,0.09723914
"ENSACAT00000029159.1","mRNA",0,0.50000021
"ENSACAT00000005979.3","mRNA",553,0.141943735
"ENSACAT00000006007.3","mRNA",32,0.41591121
"ENSACAT00000002608.3","mRNA",2,0.57358621
"ENSACAT00000008795.3","mRNA",134,0.071221365
"ENSACAT00000008558.3","mRNA",46,0.21352526
"ENSACAT00000009068.2","mRNA",13,0.41886746
"ENSACAT00000009065.2","mRNA",85,0.24429321
"ENSACAT00000009042.3","mRNA",197,0.08795736
"ENSACAT00000008991.3","mRNA",1915,0.06713969
"ENSACAT00000008857.3","mRNA",7,0.43471551
"ENSACAT00000008844.3","mRNA",22,0.17944471
"ENSACAT00000024805.1","mRNA",0,0.50000021
"ENSACAT00000008725.3","mRNA",1553,0.11332092
"ENSACAT00000008708.3","mRNA",232,0.09967894
"ENSACAT00000008669.2","mRNA",7,0.27439571
"ENSACAT00000008605.2","mRNA",84,0.12915701
"ENSACAT00000004210.3","mRNA",2,0.77361881
"ENSACAT00000004519.3","mRNA",68,0.18321791
"ENSACAT00000004343.3","mRNA",66,0.12481606
"ENSACAT00000004658.3","mRNA",15,0.24028651
"ENSACAT00000004568.3","mRNA",12762,0.08952014
"ENSACAT00000004439.3","mRNA",72,0.19838356
"ENSACAT00000004407.3","mRNA",1408,0.09735944
"ENSACAT00000030293.1","mRNA",0,0.50000021
"ENSACAT00000016746.3","mRNA",41,0.36636891
"ENSACAT00000016799.3","mRNA",1,0.70081021
"ENSACAT00000016872.3","mRNA",0,0.50000021
"ENSACAT00000016874.3","mRNA",0,0.50000021
"ENSACAT00000016903.3","mRNA",230,0.125587645
"ENSACAT00000016996.3","mRNA",0,0.50000021
"ENSACAT00000016759.2","mRNA",4,0.63466121
"ENSACAT00000016807.3","mRNA",9,0.25235831
"ENSACAT00000016831.3","mRNA",0,0.50000021
"ENSACAT00000028391.1","mRNA",0,0.50000021
"ENSACAT00000016930.3","mRNA",658,0.13606049
"ENSACAT00000016956.3","mRNA",3240,0.20688325
"ENSACAT00000016976.2","mRNA",16,0.34786641
"ENSACAT00000009778.3","mRNA",67,0.11817979
"ENSACAT00000009802.3","mRNA",18,0.35688361
"ENSACAT00000009892.2","mRNA",15,0.33394001
"ENSACAT00000009712.2","mRNA",23,0.38743806
"ENSACAT00000009732.3","mRNA",34,0.35960276
"ENSACAT00000009780.3","mRNA",2,0.90080881
"ENSACAT00000000239.2","mRNA",0,0.50000021
"ENSACAT00000011215.3","mRNA",129,0.11156626
"ENSACAT00000030046.1","mRNA",54,0.15717426
"ENSACAT00000009573.2","mRNA",3,0.65432309
"ENSACAT00000010185.3","mRNA",198,0.07808054
"ENSACAT00000010073.3","mRNA",73,0.20166819
"ENSACAT00000009810.3","mRNA",394,0.09790264
"ENSACAT00000027077.2","mRNA",42,0.37679731
"ENSACAT00000010027.3","mRNA",486,0.059826735
"ENSACAT00000029832.1","mRNA",18,0.27439621
"ENSACAT00000009905.2","mRNA",43,0.14333516
"ENSACAT00000009772.2","mRNA",1,0.76185121
"ENSACAT00000009759.3","mRNA",418,0.07950974
"ENSACAT00000012605.3","mRNA",1,0.70081021
"ENSACAT00000013022.3","mRNA",74,0.13193354
"ENSACAT00000012594.1","mRNA",1828,0.12822743
"ENSACAT00000012697.2","mRNA",1,0.90080881
"ENSACAT00000008394.3","mRNA",5,0.46266121
"ENSACAT00000027372.1","mRNA",2,0.57358621
"ENSACAT00000008160.3","mRNA",1,0.70081021
"ENSACAT00000011367.3","mRNA",750,0.073353975
"ENSACAT00000011170.2","mRNA",0,0.50000021
"ENSACAT00000011158.3","mRNA",1,0.70081021
"ENSACAT00000011118.2","mRNA",5,0.37205641
"ENSACAT00000011094.3","mRNA",26,0.15901141
"ENSACAT00000010884.3","mRNA",0,0.50000021
"ENSACAT00000008474.2","mRNA",712,0.086845275
"ENSACAT00000022299.1","mRNA",5,0.53390741
"ENSACAT00000027591.2","mRNA",1959,0.09918412
"ENSACAT00000008351.3","mRNA",15,0.35631431
"ENSACAT00000008319.3","mRNA",518,0.181903045
"ENSACAT00000022216.1","mRNA",0,0.50000021
"ENSACAT00000008315.2","mRNA",24,0.26946049
"ENSACAT00000008314.3","mRNA",1604,0.13857588
"ENSACAT00000008265.2","mRNA",60,0.22087569
"ENSACAT00000008236.3","mRNA",99,0.17599261
"ENSACAT00000008182.3","mRNA",32,0.13831021
"ENSACAT00000025993.1","mRNA",0,0.50000021
"ENSACAT00000008166.2","mRNA",3,0.57358621
"ENSACAT00000008139.3","mRNA",280,0.15572911
"ENSACAT00000027943.1","mRNA",0,0.50000021
"ENSACAT00000026911.1","mRNA",0,0.50000021
"ENSACAT00000014563.3","mRNA",343,0.07935794
"ENSACAT00000014635.3","mRNA",118,0.14055611
"ENSACAT00000014661.3","mRNA",0,0.50000021
"ENSACAT00000013580.2","mRNA",594,0.05104094
"ENSACAT00000013610.2","mRNA",40,0.11046981
"ENSACAT00000013812.3","mRNA",603,0.162024285
"ENSACAT00000014489.3","mRNA",34,0.14394274
"ENSACAT00000014575.2","mRNA",96,0.16997934
"ENSACAT00000014758.3","mRNA",457,0.06373892
"ENSACAT00000014839.3","mRNA",198,0.17432354
"ENSACAT00000000374.3","mRNA",242,0.09841373
"ENSACAT00000001298.3","mRNA",420,0.18873393
"ENSACAT00000008998.3","mRNA",21,0.17304721
"ENSACAT00000009082.3","mRNA",991,0.11457351
"ENSACAT00000009280.3","mRNA",1281,0.06882233
"ENSACAT00000000340.3","mRNA",13,0.11208166
"ENSACAT00000009126.3","mRNA",247,0.08653781
"ENSACAT00000029415.1","mRNA",66,0.14106176
"ENSACAT00000009240.2","mRNA",66,0.12590976
"ENSACAT00000027444.1","mRNA",66,0.12590976
"ENSACAT00000000444.3","mRNA",7,0.33328021
"ENSACAT00000013151.3","mRNA",22,0.11073849
"ENSACAT00000000489.3","mRNA",52,0.19235326
"ENSACAT00000023161.1","mRNA",7,0.38535471
"ENSACAT00000000412.2","mRNA",0,0.50000021
"ENSACAT00000028034.1","mRNA",21,0.15807469
"ENSACAT00000001418.3","mRNA",26,0.44235386
"ENSACAT00000029131.1","mRNA",0,0.50000021
"ENSACAT00000026234.1","mRNA",0,0.50000021
"ENSACAT00000024994.1","mRNA",0,0.50000021
"ENSACAT00000001009.3","mRNA",5,0.47439481
"ENSACAT00000030431.1","mRNA",0,0.50000021
"ENSACAT00000016681.3","mRNA",47,0.34398071
"ENSACAT00000015971.3","mRNA",176,0.06833099
"ENSACAT00000016384.3","mRNA",68,0.11992521
"ENSACAT00000016632.3","mRNA",186,0.11265069
"ENSACAT00000015905.3","mRNA",459,0.09721166
"ENSACAT00000016193.3","mRNA",195,0.088300505
"ENSACAT00000016201.3","mRNA",70,0.13408866
"ENSACAT00000016210.3","mRNA",0,0.50000021
"ENSACAT00000016218.2","mRNA",1,0.87281021
"ENSACAT00000016254.3","mRNA",714,0.11184997
"ENSACAT00000016531.3","mRNA",1580,0.06942629
"ENSACAT00000016562.3","mRNA",564,0.06029241
"ENSACAT00000016659.3","mRNA",41,0.33347749
"ENSACAT00000016687.3","mRNA",142,0.08852841
"ENSACAT00000016881.2","mRNA",29,0.16408366
"ENSACAT00000022343.2","mRNA",6,0.46799421
"ENSACAT00000008634.3","mRNA",744,0.08507499
"ENSACAT00000009244.3","mRNA",0,0.50000021
"ENSACAT00000009192.3","mRNA",219,0.063884955
"ENSACAT00000021017.2","mRNA",0,0.50000021
"ENSACAT00000009069.2","mRNA",1,0.81173521
"ENSACAT00000009045.3","mRNA",732,0.06021974
"ENSACAT00000008945.3","mRNA",0,0.50000021
"ENSACAT00000009470.2","mRNA",0,0.50000021
"ENSACAT00000008823.3","mRNA",0,0.50000021
"ENSACAT00000008749.3","mRNA",1651,0.08375655
"ENSACAT00000017405.3","mRNA",4,0.76185121
"ENSACAT00000017334.3","mRNA",6,0.67286501
"ENSACAT00000017195.3","mRNA",6,0.64486641
"ENSACAT00000017566.3","mRNA",162,0.13229696
"ENSACAT00000017558.3","mRNA",43,0.12342349
"ENSACAT00000017537.3","mRNA",207,0.06347391
"ENSACAT00000017524.3","mRNA",34,0.12430851
"ENSACAT00000017478.3","mRNA",1011,0.12947114
"ENSACAT00000017465.3","mRNA",60,0.11254506
"ENSACAT00000030310.1","mRNA",0,0.50000021
"ENSACAT00000030499.1","mRNA",0,0.50000021
"ENSACAT00000017456.3","mRNA",0,0.50000021
"ENSACAT00000029833.1","mRNA",406,0.0528471
"ENSACAT00000017394.3","mRNA",474,0.086384655
"ENSACAT00000017389.3","mRNA",0,0.50000021
"ENSACAT00000017368.3","mRNA",1,0.96032141
"ENSACAT00000022363.1","mRNA",9,0.22027029
"ENSACAT00000017351.3","mRNA",3438,0.12905769
"ENSACAT00000017308.3","mRNA",2747,0.108632425
"ENSACAT00000017304.3","mRNA",898,0.06468849
"ENSACAT00000029873.1","mRNA",2,0.70081021
"ENSACAT00000017273.2","mRNA",4,0.33547121
"ENSACAT00000017268.2","mRNA",1,0.87281021
"ENSACAT00000017260.2","mRNA",2097,0.12918954
"ENSACAT00000017230.3","mRNA",2,0.76185121
"ENSACAT00000030272.1","mRNA",2,0.76185121
"ENSACAT00000017228.3","mRNA",0,0.50000021
"ENSACAT00000017201.3","mRNA",1141,0.076653265
"ENSACAT00000017188.3","mRNA",15,0.20213771
"ENSACAT00000017168.3","mRNA",0,0.50000021
"ENSACAT00000017166.3","mRNA",884,0.085988845
"ENSACAT00000017108.3","mRNA",185,0.09567844
"ENSACAT00000006528.3","mRNA",234,0.08432306
"ENSACAT00000017979.2","mRNA",9,0.25217231
"ENSACAT00000029005.2","mRNA",257,0.115656985
"ENSACAT00000006537.2","mRNA",0,0.50000021
"ENSACAT00000017974.2","mRNA",6,0.50420899
"ENSACAT00000017978.2","mRNA",1,0.81173521
"ENSACAT00000017982.3","mRNA",0,0.50000021
"ENSACAT00000007266.3","mRNA",0,0.50000021
"ENSACAT00000017984.1","mRNA",1,0.70081021
"ENSACAT00000017985.3","mRNA",0,0.50000021
"ENSACAT00000017986.2","mRNA",0,0.50000021
"ENSACAT00000030699.1","mRNA",6,0.42831591
"ENSACAT00000011240.3","mRNA",354,0.07043894
"ENSACAT00000026562.1","mRNA",5,0.77361881
"ENSACAT00000011494.3","mRNA",6,0.42831591
"ENSACAT00000011427.3","mRNA",14,0.27223881
"ENSACAT00000011334.3","mRNA",1744,0.113757995
"ENSACAT00000011302.3","mRNA",373,0.02587194
